post_id,mongo_id,platform,profile_url,source_stage,url,content_snippet,subtopic,nexus,violations,event,violations_str,violation_labels,violation_labels_str,reasoning,speech_type,intent,intensity_score,intensity_label,protected_expression,borderline,confidence,needs_url_enrichment,needs_fact_check,claim_to_verify,fact_check_note,enriched_from_url,fact_checked,skipped,status,stance,tone,target,polarity,sentiment_confidence,sentiment_reasoning,sentiment_skipped,sentiment_status
852092254625250,6a53d3086dadc213c0cc993b,facebook,https://www.facebook.com/attentionindia1,search,https://www.facebook.com/watch/?ref=search&v=852092254625250&external_log_id=93047f68-f116-45d5-af85-f0b987ac6d9f&q=cjp+manifesto,"CJP to release its ‘Exam Manifesto’ in Pune protest demanding accountability over the exam crisis and calling for Education Minister’s resignation. . PC- IG/Abhijeet Dipke VC- X/@Cockroachisback PC- PIN/@shivamkumarshaw107 . Disclaimer: This post is shared for informational and reporting purposes only. All images/videos belong to their respective copyright owners. Used under fair dealing provisions of applicable copyright laws (including the Copyright Act, 1957). No ownership is claimed. . Note…",cjp manifesto,,['NONE'],,NONE,['NONE'],NONE,"This is a news report about CJP's manifesto and protest demands, explicitly stating it's for informational purposes.",news_report,report on CJP's 'Exam Manifesto' and protest demands,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.9,"Reports on CJP releasing its 'Exam Manifesto' and its demands, explicitly stating 'informational and reporting purposes only'.",FALSE,ok
2016072102451308,6a53d3086dadc213c0cc993c,facebook,https://www.facebook.com/SouthEraNetwork,search,https://www.facebook.com/watch/?ref=search&v=2016072102451308&external_log_id=93047f68-f116-45d5-af85-f0b987ac6d9f&q=cjp+manifesto,"CJP's second manifesto is here. And it's not a political one. Unveiled at Pune University, the new Exam Manifesto lays out five key demands centred on education and examinations, while continuing to call for the resignation of the Union Education Minister. The movement is now pairing protest with policy. #CockroachJantaParty #ExamManifesto #IndiaStudentProtest #DharmendraPradhan #CJP2026",cjp manifesto,,['NONE'],,NONE,['NONE'],NONE,"The content reports on CJP's 'Exam Manifesto' and its demands, which is ordinary protest reporting.",news_report,report on CJP's second manifesto and its demands,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.9,Reports on the unveiling of CJP's second manifesto and its demands.,FALSE,ok
searxng_490211b796d2bc59,6a53d3116dadc213c0cc9940,youtube,,search,https://www.youtube.com/watch?v=6gvNTIVY65M,CJP Protest LIVE : एक हुए AAP-Cockroach! दे दी सबसे बड़ी धमकी! | Abhijeet Dipke | Jantar Mantar LIVE (6:25),cjp kahaan patel,,['NONE'],,NONE,['NONE'],NONE,"The snippet describes a protest and a 'threat', which is political commentary/reporting and not a direct call to violence or other violation.",news_report,report on CJP protest and political statements,2,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.8,Reports on AAP joining CJP protest and a 'threat' without taking a clear side.,FALSE,ok
searxng_09bd134bbdb0c52d,6a53d3126dadc213c0cc9941,youtube,,search,https://www.youtube.com/watch?v=oTySgK2-NQc,20 July Delhi Band Sonam Wangchuk : 20 जुलाई को दिल्ली बंद ! वांगचुक के ऐलान से PM Modi परेशान | CJP (5:17),cjp kahaan patel,,['NONE'],,NONE,['NONE'],NONE,"The snippet reports on a planned protest ('Delhi Band') and its potential impact, which is political news/commentary.",news_report,report on upcoming protest and political reaction,2,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.8,"Reports on Sonam Wangchuk's call for Delhi Bandh and its potential impact on PM Modi, related to CJP.",FALSE,ok
searxng_e31c02ef5f43792a,6a53d3146dadc213c0cc9942,youtube,,search,https://www.youtube.com/watch?v=CvXzPyjGuLg,Mahua Moitra and Sanjay Singh's Fiery Speech at the Cockroach Janta Party Protest Sets the Stage (4:14),cjp kahaan patel,,['NONE'],,NONE,['NONE'],NONE,"The snippet reports on speeches at a protest, which is standard news reporting on political events.",news_report,report on speeches at CJP protest,1,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.8,Reports on political figures speaking at the CJP protest without explicit endorsement or criticism.,FALSE,ok
searxng_507fe7117a632d60,6a53d3156dadc213c0cc9943,youtube,,search,https://www.youtube.com/watch?v=LVDl2OeOXrA,Rahul Gandhi-Mamata की सीधी चुनौती-चौतरफा घिरे Modi | Jantar Mantar | CJP protest | BJP | #dblive (1:20:52),cjp kahaan patel,,['NONE'],,NONE,['NONE'],NONE,"The snippet discusses political figures and their challenges to the government during a CJP protest, which is political commentary.",political_criticism,comment on political challenges during CJP protest,2,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,government,negative,0.85,"Headline suggests Modi is 'surrounded' by challenges from opposition leaders at CJP protest, implying criticism of the government.",FALSE,ok
searxng_aa05e66ef41b9bb8,6a53d3186dadc213c0cc9944,youtube,,search,https://www.youtube.com/watch?v=ArFoyWPTRMA,"CJP Protest: ""Will vote theft be caught?"" Youth displays unique machine at Delhi's Jantar Mantar,... (4:56)",cjp kahaan patel,,['NONE'],,NONE,['NONE'],NONE,"The snippet reports on a protest and a display related to voting, which is news reporting on a political event.",news_report,report on CJP protest and related display,1,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.8,"Reports on a unique display at the CJP protest regarding vote theft, presenting information.",FALSE,ok
2911982469148714,6a53d3496dadc213c0cc9945,facebook,https://www.facebook.com/dammsdelhi7,search,https://www.facebook.com/dammsdelhi7/posts/pfbid02hFBYV9XGt9cPVbkww1NLUMpvpFxYi2asBJ8qj4BughxP3tq1BG2FHeh3nRTCHMJol,"Met and held discussions at Jantar Mantar Protest Site, Janpath, New Delhi with CJP leaders, student leaders, and members of the national media on the current challenges faced by students, with a particular focus on the issues in Manipur and their impact on students as well as the general public.",cjp members,,['NONE'],,NONE,['NONE'],NONE,"The snippet describes a meeting and discussion at a protest site about student challenges, which is benign reporting.",news_report,report on discussions at CJP protest site,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.9,"Describes a meeting and discussion with CJP leaders and media about student challenges, factual reporting.",FALSE,ok
2073887129336488327,6a53d36b6dadc213c0cc9949,x,https://x.com/risenation25,search,https://x.com/risenation25/status/2073887129336488327,मैं अपने आपको हिंदू नहीं मानती हूँ ? #cjp #delhi #JantarMantar #jantar #trending #girlpower #statement #Interview https://t.co/sgPoj9OG93,cjp interview clips,,['NONE'],,NONE,['NONE'],NONE,"The snippet contains a rhetorical question about religious identity in the context of a protest, which is protected expression.",protest_demand,express personal identity in protest context,2,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,pro_cjp,supportive,cjp,positive,0.75,"Highlights a statement from an interview at the protest, likely supporting the diverse voices within CJP.",FALSE,ok
2074791076226019725,6a53d36c6dadc213c0cc994a,x,https://x.com/CJP_is_back,search,https://x.com/CJP_is_back/status/2074791076226019725,"🚨 Veteran journalist Ravish Kumar covered the CJP protest at Jantar Mantar. I had the opportunity to speak with him about my experience and what I've learned from being part of this continuing protest. Whatever the response from those in power, the determination of young https://t.co/rIKtzIodpz",cjp interview clips,,['NONE'],,NONE,['NONE'],NONE,"This is a news report/personal account of a journalist covering the CJP protest, which is protected expression.",news_report,report on protest coverage and personal experience,0,none,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,pro_cjp,supportive,cjp,positive,0.85,Expresses support for the CJP protest by highlighting Ravish Kumar's coverage and the determination of young people.,FALSE,ok
2076212484374163612,6a53d36f6dadc213c0cc9950,x,https://x.com/JournoMirror,search,https://x.com/JournoMirror/status/2076212484374163612,"हम छात्र है सर, लेकिन आपने हमें दहशतगर्दों की B टीम बोल दिया: CJP प्रोटेस्ट में पहुंची छात्रा ने कहा. #CJP #Protest #BJP #JantarMantar पूरी वीडियो यहां देखें 👇 https://t.co/u33wUQhGti https://t.co/1vUdeUT7Au",cjp interview clips,,['NONE'],,NONE,['NONE'],NONE,"The snippet reports a student's statement at a CJP protest, criticizing being called 'terrorists' B team', which is political criticism.",political_criticism,report student's protest against being labeled,2,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,government,negative,0.85,"A student at the CJP protest criticizes being called 'terrorists' by the government, indicating anti-government sentiment.",FALSE,ok
2075935390012453339,6a53d3736dadc213c0cc9954,x,https://x.com/BeingPolitical1,search,https://x.com/BeingPolitical1/status/2075935390012453339,"Prakash Raj at CJP: ""We now have weapon of social media... BJP came to power with it, now we will take you down."" https://t.co/3qf0Fa08iE",cjp interview clips,,['NONE'],,NONE,['NONE'],NONE,"The quote uses 'weapon of social media' to describe political action, which is rhetorical and not a call to physical violence.",political_criticism,criticize BJP using social media,2,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,government,negative,0.9,"Prakash Raj's quote explicitly states 'BJP came to power with it, now we will take you down,' which is a direct criticism and threat against the ruling party.",FALSE,ok
2071549320416088252,6a53d3766dadc213c0cc9957,x,https://x.com/PTI_News,search,https://x.com/PTI_News/status/2071549320416088252,"STORY | Compelled to fast again, may even die but won't step back: Sonam Wangchuk on Ladakh protest Climate activist and educator Sonam Wangchuk, who began an indefinite fast at the ongoing CJP protest at Jantar Mantar in New Delhi on Monday, said he had hoped he would never https://t.co/iNHMHET6tG",cjp interview clips,,['NONE'],,NONE,['NONE'],NONE,This post reports on Sonam Wangchuk's indefinite fast at the CJP protest. It is a news report about a protest action.,news_report,report on Sonam Wangchuk's fast at CJP protest,0,none,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.8,"The post reports on Sonam Wangchuk's indefinite fast at the CJP protest, presenting factual information about the event.",FALSE,ok
2074496618179805374,6a53d3776dadc213c0cc995a,x,https://x.com/FoejMedia,search,https://x.com/FoejMedia/status/2074496618179805374,"Cockroach Janata Party (CJP) has been protesting at Jantar Mantar in New Delhi since June 20, demanding the resignation of Union Education Minister Dharmendra Pradhan. Amid the protest, Mohammed Junaid emerged as a symbol of selfless service, serving tea, biscuits, water, and https://t.co/RFzQh4uyZH",cjp interview clips,,['NONE'],,NONE,['NONE'],NONE,This post reports on the CJP protest and highlights an individual's selfless service. It is a news report.,news_report,report on CJP protest and selfless service,0,none,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.8,"The post reports on the CJP protest and highlights an individual's selfless service, presenting factual information.",FALSE,ok
2074128733766849002,6a53d37a6dadc213c0cc995f,x,https://x.com/EdgeNewsIN,search,https://x.com/EdgeNewsIN/status/2074128733766849002,"◆ During an exclusive interview with The Edge, Saurav Das addressed the claims that CJP members stayed in hotels during the protest. @SauravDassss @CJP_for_India @abhijeet_dipke #CJP #Exclusive #TheEdge #IndiaNews #Trending #sauravdas https://t.co/XIbIxsDOHR",cjp interview clips,,['NONE'],,NONE,['NONE'],NONE,"The snippet is a news report about an interview with a CJP member addressing claims, which is protected speech.",news_report,report on CJP interview,0,none,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.8,"The post reports on an exclusive interview where Saurav Das addressed claims about CJP members, indicating a news reporting style.",FALSE,ok
2074123704670568726,6a53d37c6dadc213c0cc9961,x,https://x.com/EdgeNewsIN,search,https://x.com/EdgeNewsIN/status/2074123704670568726,◆ The Edge questioned CJP spokesperson Saurav Das about the protest's funding and the viral kissing video. Watch his response. @SauravDassss @CJP_for_India @abhijeet_dipke #CJP #Exclusive #ViralVideo #TheEdge #IndiaNews #sauravdas https://t.co/BXIye37yUH,cjp interview clips,,['NONE'],,NONE,['NONE'],NONE,"The snippet is a news report about an interview with a CJP spokesperson discussing protest funding and a viral video, which is protected speech.",news_report,report on CJP interview,0,none,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.95,Reports on an interview with a CJP spokesperson about protest funding and a viral video.,FALSE,ok
122107720575327987,6a53d38f6dadc213c0cc996e,facebook,https://www.facebook.com/profile.php?id=61589839634117,search,https://www.facebook.com/reel/2014587912758218/,"Day15 Anshan 🪳🇮🇳 What began as a viral online joke has evolved into a youth-driven movement. The Cockroach Janta Party (CJP) is gaining attention across social media, with supporters using humor and satire to express frustration over unemployment, exam controversies, and political disconnect. From memes to rallies, the movement reflects how India's younger generation is finding new ways to make its voice heard. Is CJP just a viral trend, or does it signal a deeper shift in youth politics? 👇 #Co…",cjp memes,,['NONE'],,NONE,['NONE'],NONE,"This post provides a neutral description of the CJP movement, its origins, and its goals, without any violative content.",news_report,reporting on CJP movement,0,none,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.95,"Provides a neutral overview of the CJP movement, its origins, and its impact, without taking a side.",FALSE,ok
2073042930336673944,6a53d3b86dadc213c0cc9976,x,https://x.com/hnpnewz,search,https://x.com/hnpnewz/status/2073042930336673944,"📸 #WATCH | CJP PROTEST JANTAR MANTAR Member of Parliament @AARahimdyfi addressed the gathering at Jantar Mantar, Delhi. He stressed the issue of unemployment across the country under the BJP rule. @Wangchuk66 @abhijeet_dipke @CJP_for_India @CJP_2029 @CJP_is_back @dyficec https://t.co/wVZhjrG1Rk",cjp jantar mantar,,['NONE'],,NONE,['NONE'],NONE,"This post reports on an MP addressing the CJP protest and discussing unemployment, which is political criticism.",news_report,report on political speech at protest,1,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,government,negative,0.8,Reports an MP addressing the gathering and stressing 'the issue of unemployment across the country under the BJP rule'.,FALSE,ok
2071789010645897514,6a53d3bd6dadc213c0cc9979,x,https://x.com/SouleFacts,search,https://x.com/SouleFacts/status/2071789010645897514,"CJP protest at Jantar Mantar is now certified Secular Protest. Hindus should stay away from the protest, better watch the movie “CITIZEN VIGILANTE” and understand your future and plan accordingly. https://t.co/JxYrHVPQjz",cjp jantar mantar,,['communal_incitement'],,communal_incitement,['Communal incitement (India-specific: content designed to provoke inter-religious/inter-caste violence)'],Communal incitement (India-specific: content designed to provoke inter-religious/inter-caste violence),"The post frames the CJP protest as 'Secular' and advises Hindus to 'stay away' and 'understand your future', which is designed to provoke inter-religious hostility.",incitement,incite communal division around protest,4,high,FALSE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_cjp,critical,cjp,negative,0.85,"The post warns Hindus to stay away from the CJP protest, implying it's not for them and is 'certified Secular Protest'.",FALSE,ok
2072015209406022134,6a53d3be6dadc213c0cc997a,x,https://x.com/SouleFacts,search,https://x.com/SouleFacts/status/2072015209406022134,"Look at the “massive crowd” at CJP protest at Jantar Mantar. Delhi’s average traffic red light attracts a bigger crowd. Even free biryani, bread pakoda, and ice cream couldn’t turn it into a crowd-puller. https://t.co/qnpXDLIQKP",cjp jantar mantar,,['NONE'],,NONE,['NONE'],NONE,"This post criticizes the attendance at the CJP protest and mocks efforts to attract crowds, which is political criticism.",political_criticism,criticize protest attendance,2,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_cjp,mocking,cjp,negative,0.9,Mocks the 'massive crowd' and suggests it's smaller than a 'traffic red light' even with 'free biryani'.,FALSE,ok
2071486777551094167,6a53d3bf6dadc213c0cc997c,x,https://x.com/hnpnewz,search,https://x.com/hnpnewz/status/2071486777551094167,🚨#WATCH| CJP Protest Jantar Mantar🚨 Press briefing of CJP 👇🏻 #NEET #CBSE #Modi #DharmendraPradhan #SonamVangchuk # https://t.co/MjVPzOC860,cjp jantar mantar,,['NONE'],,NONE,['NONE'],NONE,"This post reports on a press briefing related to the CJP protest, which is news reporting.",news_report,report on protest press briefing,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.8,Simply reports a 'Press briefing of CJP' without further commentary.,FALSE,ok
2072505475925749838,6a53d3c06dadc213c0cc997e,x,https://x.com/MeghUpdates,search,https://x.com/MeghUpdates/status/2072505475925749838,"A Cockroach from CJP protest at Jantar Mantar openly threatens Govt of India: ""If anything happens to Sonam Wangchuk or any big protestor, than youths (GenZ) will enter every ministry of this govt and ......"" CC : @HMOIndia @DelhiPolice https://t.co/rZfZfCI8gv",cjp jantar mantar,,['violence_call_to_arms'],,violence_call_to_arms,['violence / call to arms'],violence / call to arms,"The snippet contains an explicit threat of youths 'entering every ministry' if harm comes to a protestor, which can be interpreted as a call to action involving physical intrusion.",accusation,report and condemn a threat,4,high,FALSE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_cjp,critical,cjp,negative,0.8,"The post highlights a 'threat' from a CJP protester against the government, framing it negatively.",FALSE,ok
2075291806749913373,6a53d3c46dadc213c0cc9983,x,https://x.com/sanjoychakra,search,https://x.com/sanjoychakra/status/2075291806749913373,"Drama by Abhijeet Dipke at Jantar Mantar Dipke first created drama by pretending to fall at the police officer's feet. Then, the moment the officer merely touched him while trying to help him up, he immediately said, ""Aap mujhe maar kyon rahe ho?"" You can clearly see for https://t.co/SmsXYN4rKq",cjp jantar mantar,,['NONE'],,NONE,['NONE'],NONE,"The post describes an alleged 'drama' by a public figure at a protest, which is political criticism and commentary.",political_criticism,criticize politician's actions,2,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_cjp,mocking,dipke,negative,0.9,"Describes Dipke's actions as 'drama' and 'pretending to fall' to accuse police, clearly mocking him.",FALSE,ok
2072179434745143431,6a53d3c46dadc213c0cc9984,x,https://x.com/CJP_is_back,search,https://x.com/CJP_is_back/status/2072179434745143431,"| Ground Report | CJP Protest | | Jantar Mantar | Day 12 | Jantar Mantar continues to witness a sustained protest led by the Cockroach Janta Party (CJP), with students, job aspirants, volunteers and supporters gathering around demands for accountability over examination https://t.co/23TO57CA56",cjp jantar mantar,,['NONE'],,NONE,['NONE'],NONE,"This is a neutral news report on the ongoing protest and its demands, which is protected expression.",news_report,report on protest status,0,none,TRUE,FALSE,0.95,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.9,"Reports on the CJP protest at Jantar Mantar, detailing participants and demands, without taking a side.",FALSE,ok
2071560729086632300,6a53d3c66dadc213c0cc9987,x,https://x.com/SouleFacts,search,https://x.com/SouleFacts/status/2071560729086632300,"Kudrati Biryani arrived at CJP protest site at Jantar Mantar, now Junaid Bhai brought his team also. No one is interested in Sonam Wangchuk’s hunger strike, everyone is busy taking thook laced Biryani distributed by Skull Caps. https://t.co/2YfIqiIWTY",cjp jantar mantar,,"['hate_speech', 'communal_incitement']",,hate_speech|communal_incitement,"['Hate speech targeting religion, caste, ethnicity, region, language', 'Communal incitement (India-specific: content designed to provoke inter-religious/inter-caste violence)']","Hate speech targeting religion, caste, ethnicity, region, language | Communal incitement (India-specific: content designed to provoke inter-religious/inter-caste violence)","The content uses 'Skull Caps' and 'thook laced Biryani' to dehumanize and target a religious group, framing them as distributing contaminated food at a protest, which is hate speech and communal incitement.",accusation,dehumanize and incite against a religious group,5,severe,FALSE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_cjp,mocking,cjp,negative,0.9,"The post uses derogatory and communal language ('Kudrati Biryani', 'thook laced Biryani', 'Skull Caps') to mock the CJP protest.",FALSE,ok
900956259066020,6a53d3d76dadc213c0cc998b,facebook,https://www.facebook.com/profile.php?id=100064677390681,search,https://www.facebook.com/watch/?ref=search&v=900956259066020&external_log_id=29b9e659-d1b5-4c88-8096-3d93a9bfa14e&q=cjp+milestones,"चंद्रशेखर आजाद ji नें किया CJP प्रोटेस्ट का समर्थन, जल्द चंद्रशेखर आजाद जी जंतर मंतर पे पहुंच कर सरकार की ईंट से ईंट बजायेगे✊.. #parvezsultan #reelsviralシ #trendingreels #ChandrashekharAzad #mission2027 #bhimarmy #trendingreelsvideo #cjp #AzadSamajParty #chairmanparvezsultan",cjp milestones,,['NONE'],,NONE,['NONE'],NONE,"The post reports support for the CJP protest and a leader's intention to join, using strong but rhetorical language ('ईंट से ईंट बजायेगे') which is common political speech.",news_report,report political support for CJP,2,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,pro_cjp,supportive,cjp,positive,0.9,Reports Chandrashekhar Azad's support for the CJP protest and his intention to challenge the government.,FALSE,ok
1786196419404827,6a53d3d76dadc213c0cc998c,facebook,https://www.facebook.com/profile.php?id=61558173761881,search,https://www.facebook.com/watch/?ref=search&v=1786196419404827&external_log_id=29b9e659-d1b5-4c88-8096-3d93a9bfa14e&q=cjp+milestones,CJP के द्वारा पेपर लीक आंदोलन में आ रहे हैं युवा सांसद पुष्पेंद्र सरोज ! . . . . . #cjp #PushpendraSaroj #PaperLeakProtest #YouthPower #JantarMantarDelhi,cjp milestones,,['NONE'],,NONE,['NONE'],NONE,"The post announces a public figure joining the CJP paper leak protest, which is a factual report of protest activity.",news_report,report participation in CJP protest,1,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,pro_cjp,supportive,cjp,positive,0.9,"Highlights youth leader Pushpendra Saroj joining the CJP paper leak movement, indicating support.",FALSE,ok
searxng_cdfa81b2ba589ae5,6a53d3dc6dadc213c0cc998f,youtube,,search,https://www.youtube.com/watch?v=Mpi7x-xpe98,Delhi HC Orders Immediate Restoration of CJP's X Account After Centre's No Objection | NewsX (2:46),cjp legal notice,,['NONE'],,NONE,['NONE'],NONE,"The content is a news report about the Delhi High Court ordering the restoration of CJP's X account, which is factual reporting.",news_report,report on CJP's X account restoration,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.9,"Reports a court order for CJP's X account restoration, presenting it as news without bias.",FALSE,ok
searxng_9abc1881a6125dc1,6a53d3de6dadc213c0cc9990,youtube,,search,https://www.youtube.com/watch?v=9U8pCFsaLNk,अभिजीत दीपके की बड़ी जीत! आख़िर झुक गई मोदी सरकार! ख़त्म हुआ CJP का बैन! (8:02),cjp legal notice,,['NONE'],,NONE,['NONE'],NONE,"This is a news report celebrating a 'victory' for Abhijeet Dipke and the end of a CJP ban, which is political commentary and news.",news_report,report on CJP's legal victory,1,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,pro_cjp,supportive,cjp,positive,0.8,"Celebrates 'Abhijeet Dipke's big win' and the 'end of CJP's ban', implying support for CJP.",FALSE,ok
searxng_195a23844fe9105d,6a53d3de6dadc213c0cc9991,youtube,,search,https://www.youtube.com/watch?v=N5AT2M0fork,⚡ 🚨 CJP Protest LIVE: Delhi Police Action Explained | Ground Zero Report | Full Truth (5:02),cjp legal notice,,['NONE'],,NONE,['NONE'],NONE,"The content is a news report explaining Delhi Police action during a CJP protest, which is factual reporting of events.",news_report,report on police action at CJP protest,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.9,"Presents a 'Ground Zero Report' on 'Delhi Police Action Explained' regarding the CJP protest, indicating neutral reporting.",FALSE,ok
searxng_62c0ccc288041719,6a53d3df6dadc213c0cc9992,youtube,,search,https://www.youtube.com/watch?v=Mz2NDoMVeHM,CJP-க்கு High Court வெற்றி ! | Sonam Wangchuk Hunger Strike | NEET Protest Explained | (9:48),cjp legal notice,,['NONE'],,NONE,['NONE'],NONE,"This is a news report about CJP's High Court victory, Sonam Wangchuk's hunger strike, and NEET protest, which is factual reporting and political commentary.",news_report,report on CJP legal victory and related protests,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.8,"Reports on CJP's High Court victory and explains the NEET protest, acting as a news report.",FALSE,ok
searxng_117747c2d9fdf45a,6a53d3e26dadc213c0cc9995,youtube,,search,https://www.youtube.com/watch?v=16YrhEhKL8o,"CJP Alleges Delhi Police Cut Water, Sanitation at Jantar Mantar After Sonam Wangchuk's Hunger Strike (6:01)",cjp legal notice,,['NONE'],,NONE,['NONE'],NONE,"The content reports an allegation by CJP against Delhi Police regarding protest facilities, which is news reporting.",news_report,report CJP's allegations against Delhi Police,2,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,police,negative,0.8,"Reports CJP's allegations against Delhi Police for cutting water/sanitation, criticizing government/police actions.",FALSE,ok
DaI4UPVP5qH,6a53d3e36dadc213c0cc9996,instagram,https://instagram.com/thespecialcrazy,search,https://www.instagram.com/p/DaI4UPVP5qH/,🚨 Sonam Wangchuk ने 28 जून से शुरू किया अनशन | शिक्षा के लिए बड़ा संघर्ष।🫡#SonamWangchuk #HungerStrike #JantarMantar #Education #Delhi,sonam wangchuk cjp,,['NONE'],,NONE,['NONE'],NONE,"This post reports on Sonam Wangchuk's hunger strike for education, which is protest reporting.",news_report,report on Sonam Wangchuk's hunger strike,1,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.9,Reports Sonam Wangchuk's hunger strike for education without taking a side.,FALSE,ok
searxng_7c92a225dfe51665,6a53d3e46dadc213c0cc9997,youtube,,search,https://www.youtube.com/watch?v=15iZUdt8K_o,"Sonam Wangchuk Hunger Strike :সোনামের অনশন,তোপ দাগলেন অভিজিৎ ! | CJP | Abhijeet Dipke |Jantar Mantar (8:53)",cjp legal notice,,['NONE'],,NONE,['NONE'],NONE,"The snippet reports on Sonam Wangchuk's hunger strike and Abhijeet Dipke's comments, which is news reporting.",news_report,report on protest events and related commentary,1,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.8,"Reports on Sonam Wangchuk's hunger strike and Abhijeet Dipke's involvement in a neutral, news-like title.",FALSE,ok
DafhI5OmjcY,6a53d3e76dadc213c0cc9999,instagram,https://instagram.com/newstrail_india,search,https://www.instagram.com/p/DafhI5OmjcY/,"Climate activist Sonam Wangchuk during a hunger strike by Cockroach Janata Party (CJP) demanding action over alleged irregularities in examinations and seeking the resignation of Union Education Minister Dharmendra Pradhan, at Jantar Mantar in New Delhi. #SonamWangchuk #JantarMantar #DelhiProtest #ChhatraJanataParishad #EducationReform #ExamIrregularities #DharmendraPradhan #StudentProtest #DelhiUpdates #BreakingNews",sonam wangchuk cjp,,['NONE'],,NONE,['NONE'],NONE,"This post reports on Sonam Wangchuk's hunger strike and the CJP's demands, which is standard protest reporting.",news_report,report on protest demands and participants,1,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.9,Describes Sonam Wangchuk's hunger strike and CJP's demands factually.,FALSE,ok
DapkR97Kh_M,6a53d3e96dadc213c0cc999a,instagram,https://instagram.com/nisar_hun_mai,search,https://www.instagram.com/p/DapkR97Kh_M/,#jantarmantar #cockroachjantaparty #cjpprotest #hungerstrike,sonam wangchuk cjp,,['NONE'],,NONE,['NONE'],NONE,"This post uses hashtags to refer to the protest, which is benign and protected expression.",news_report,tag protest events,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.7,Uses hashtags to identify the event without expressing a clear stance.,FALSE,ok
